epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.5316,1.69571,3.54296,1.98656,0.00421,0.76403,0.02247,0.00592,2.55383,3.32148,2.78218,0.00046826,0.00046826,0.00046826
2,24.4131,1.73162,3.22379,2.02804,0.01796,0.15123,0.01518,0.00477,2.49105,3.43321,2.77219,0.000942723,0.000942723,0.000942723
3,34.1053,1.71768,3.1269,2.02737,0.04502,0.19995,0.04254,0.0135,2.36399,4.43328,2.80444,0.0014153,0.0014153,0.0014153
4,43.6211,1.68776,3.07266,2.01344,0.00476,0.45878,0.0083,0.00223,3.0595,3.71756,3.50294,0.00142051,0.00142051,0.00142051
5,53.2646,1.66307,2.98659,1.99884,0.35123,0.04598,0.02186,0.00609,2.43071,4.27224,2.87857,0.00141768,0.00141768,0.00141768
6,63.1141,1.66761,2.96824,1.98816,0.35375,0.10178,0.0169,0.00489,2.51521,3.87338,2.75921,0.00141485,0.00141485,0.00141485
7,73.0602,1.63823,2.89453,1.97848,0.08001,0.1162,0.0618,0.01722,2.23487,3.23353,2.55845,0.00141202,0.00141202,0.00141202
8,82.9285,1.63235,2.86845,1.95949,0.07314,0.29524,0.05153,0.01715,2.17651,3.1193,2.49175,0.00140919,0.00140919,0.00140919
9,92.8684,1.5903,2.83926,1.94484,0.08653,0.17165,0.06348,0.01962,2.16348,3.08087,2.43112,0.00140636,0.00140636,0.00140636
10,102.869,1.59783,2.85535,1.95267,0.45077,0.10745,0.07546,0.02949,2.09329,3.26518,2.52894,0.00140354,0.00140354,0.00140354
11,113.07,1.60425,2.80666,1.9333,0.15896,0.15186,0.09321,0.03668,1.92441,2.96957,2.26918,0.00140071,0.00140071,0.00140071
12,123.148,1.6035,2.83376,1.94719,0.36898,0.25021,0.07994,0.02049,2.18041,4.22486,2.46733,0.00139788,0.00139788,0.00139788
13,133.356,1.5491,2.75729,1.91094,0.28128,0.21068,0.13394,0.04797,1.97731,2.98214,2.32248,0.00139505,0.00139505,0.00139505
14,143.634,1.51572,2.71847,1.89189,0.06915,0.13126,0.06752,0.02477,1.9776,3.06509,2.36156,0.00139222,0.00139222,0.00139222
15,154.06,1.51704,2.69169,1.85929,0.18886,0.13991,0.10015,0.04598,2.10304,3.18553,2.33336,0.00138939,0.00138939,0.00138939
16,164.45,1.5161,2.7006,1.87745,0.20758,0.22957,0.17327,0.07078,1.92329,2.81032,2.21013,0.00138656,0.00138656,0.00138656
17,174.567,1.50184,2.68892,1.8924,0.26812,0.19919,0.16876,0.06585,1.92881,2.8833,2.27565,0.00138373,0.00138373,0.00138373
18,184.837,1.5112,2.63496,1.88432,0.25717,0.23759,0.18199,0.06271,2.00104,2.87307,2.37204,0.0013809,0.0013809,0.0013809
19,195.011,1.5158,2.60952,1.86788,0.18625,0.22583,0.15389,0.06179,1.97146,2.67114,2.22002,0.00137807,0.00137807,0.00137807
20,205.429,1.50828,2.59526,1.86842,0.17411,0.18215,0.1539,0.05735,1.87021,2.75843,2.18733,0.00137524,0.00137524,0.00137524
21,215.744,1.49201,2.57881,1.85654,0.28408,0.20338,0.16315,0.06927,1.96179,2.87838,2.29912,0.00137241,0.00137241,0.00137241
22,226.14,1.52433,2.58202,1.86471,0.23244,0.36745,0.1883,0.07437,1.95552,2.86083,2.24057,0.00136958,0.00136958,0.00136958
23,236.417,1.48898,2.56653,1.85403,0.22239,0.33198,0.17092,0.07135,1.90477,2.8344,2.25607,0.00136675,0.00136675,0.00136675
24,246.774,1.45238,2.51739,1.83339,0.28224,0.22236,0.20999,0.09435,1.90384,2.77981,2.22438,0.00136392,0.00136392,0.00136392
25,257.219,1.44732,2.48978,1.84266,0.30699,0.26531,0.24496,0.11285,1.87148,2.79777,2.26536,0.00136109,0.00136109,0.00136109
26,267.621,1.46903,2.50626,1.83363,0.27461,0.2975,0.24741,0.10521,1.91657,2.75237,2.24886,0.00135826,0.00135826,0.00135826
27,278.108,1.47892,2.49433,1.84523,0.24474,0.27102,0.23754,0.1042,1.90648,2.64557,2.24184,0.00135544,0.00135544,0.00135544
28,288.532,1.45856,2.49224,1.83042,0.25623,0.34518,0.21486,0.09497,1.9125,2.74241,2.18023,0.00135261,0.00135261,0.00135261
29,298.824,1.45515,2.4789,1.82336,0.2564,0.44151,0.2396,0.10017,1.89865,2.61806,2.23948,0.00134978,0.00134978,0.00134978
30,309.407,1.44581,2.4357,1.82395,0.20078,0.2872,0.14024,0.05417,1.96102,2.95319,2.35691,0.00134695,0.00134695,0.00134695
31,319.849,1.44758,2.47912,1.83543,0.22312,0.42308,0.25359,0.10288,1.89146,2.64996,2.19055,0.00134412,0.00134412,0.00134412
32,330.314,1.44761,2.46714,1.83038,0.2887,0.31201,0.22906,0.10556,1.99603,2.55921,2.33424,0.00134129,0.00134129,0.00134129
33,340.916,1.48822,2.45364,1.84314,0.48813,0.25819,0.25435,0.10056,1.89274,2.63649,2.18661,0.00133846,0.00133846,0.00133846
34,351.441,1.42157,2.42049,1.80609,0.28344,0.36799,0.2802,0.12822,1.84278,2.62689,2.2721,0.00133563,0.00133563,0.00133563
35,361.902,1.43375,2.42148,1.81796,0.26538,0.29007,0.25847,0.13315,1.7786,2.48968,2.0968,0.0013328,0.0013328,0.0013328
36,372.402,1.40947,2.33359,1.80815,0.43857,0.31941,0.31353,0.14108,1.97438,2.64383,2.26034,0.00132997,0.00132997,0.00132997
37,382.839,1.43914,2.39632,1.81486,0.32512,0.39419,0.32891,0.1643,1.80741,2.42395,2.08506,0.00132714,0.00132714,0.00132714
38,393.223,1.42653,2.37985,1.81451,0.36158,0.31282,0.26594,0.1247,1.90816,2.5913,2.25965,0.00132431,0.00132431,0.00132431
39,403.683,1.39842,2.38506,1.80065,0.28348,0.33399,0.26582,0.1342,1.89455,2.57554,2.15537,0.00132148,0.00132148,0.00132148
40,414.234,1.40327,2.35028,1.78718,0.26871,0.3162,0.26859,0.11296,1.95933,2.63545,2.30264,0.00131865,0.00131865,0.00131865
41,424.8,1.42723,2.35326,1.80177,0.47978,0.33207,0.35631,0.18944,1.75799,2.392,2.08809,0.00131582,0.00131582,0.00131582
42,435.299,1.3779,2.29031,1.75093,0.3794,0.37093,0.36329,0.18254,1.91033,2.48047,2.28635,0.00131299,0.00131299,0.00131299
43,445.878,1.44972,2.38819,1.81602,0.33314,0.41334,0.26141,0.12569,1.88801,2.73339,2.20653,0.00131016,0.00131016,0.00131016
44,456.451,1.43319,2.3628,1.79615,0.24754,0.33581,0.22452,0.09813,1.94511,2.92807,2.23369,0.00130733,0.00130733,0.00130733
45,466.92,1.37991,2.29824,1.76578,0.34301,0.27352,0.2259,0.0947,1.9232,2.60775,2.26074,0.00130451,0.00130451,0.00130451
46,477.449,1.38715,2.26614,1.7785,0.36115,0.41465,0.37014,0.17424,1.77155,2.45875,2.08421,0.00130168,0.00130168,0.00130168
47,488.011,1.41481,2.30636,1.78783,0.44353,0.38661,0.40924,0.21394,1.88177,2.27444,2.24489,0.00129885,0.00129885,0.00129885
48,498.551,1.4075,2.2803,1.77234,0.40426,0.4613,0.39466,0.18168,1.79288,2.34127,2.10497,0.00129602,0.00129602,0.00129602
49,509.114,1.39631,2.22304,1.7636,0.31487,0.39428,0.33001,0.15831,1.87497,2.4574,2.23764,0.00129319,0.00129319,0.00129319
50,519.685,1.40359,2.24445,1.77534,0.37038,0.35015,0.36934,0.17766,1.82315,2.49814,2.13536,0.00129036,0.00129036,0.00129036
51,530.236,1.41477,2.24239,1.76317,0.35135,0.33135,0.28239,0.12461,1.85039,2.47147,2.17634,0.00128753,0.00128753,0.00128753
52,540.87,1.40342,2.24711,1.75329,0.28317,0.39729,0.33454,0.15666,1.80026,2.33184,2.11924,0.0012847,0.0012847,0.0012847
53,551.402,1.38991,2.21652,1.76883,0.3609,0.34704,0.33438,0.15913,1.84541,2.4582,2.15773,0.00128187,0.00128187,0.00128187
54,562.045,1.36382,2.20602,1.758,0.27724,0.47082,0.29906,0.13695,1.82158,2.46453,2.20518,0.00127904,0.00127904,0.00127904
55,572.583,1.39729,2.19066,1.76452,0.45776,0.4137,0.45019,0.22452,1.81463,2.23958,2.15524,0.00127621,0.00127621,0.00127621
56,583.176,1.40544,2.21762,1.77118,0.2683,0.3703,0.28992,0.1388,1.98254,2.55325,2.37658,0.00127338,0.00127338,0.00127338
57,593.741,1.34522,2.16826,1.72654,0.14352,0.20191,0.1196,0.04646,2.18647,3.46719,2.66268,0.00127055,0.00127055,0.00127055
58,604.368,1.35114,2.15453,1.73252,0.42369,0.43958,0.44335,0.24081,1.75959,2.2217,2.06194,0.00126772,0.00126772,0.00126772
59,615.075,1.37564,2.17138,1.75316,0.31265,0.24882,0.23495,0.10791,2.16368,2.92814,2.49166,0.00126489,0.00126489,0.00126489
60,625.826,1.38893,2.1828,1.74726,0.20177,0.37982,0.27749,0.14784,1.84611,2.7165,2.16178,0.00126206,0.00126206,0.00126206
61,636.265,1.36759,2.13838,1.72139,0.4344,0.40158,0.42987,0.21507,1.90755,2.36627,2.2806,0.00125923,0.00125923,0.00125923
62,646.88,1.36545,2.17425,1.7391,0.41324,0.43131,0.38247,0.20183,1.77576,2.46937,2.10919,0.00125641,0.00125641,0.00125641
63,657.511,1.35505,2.17328,1.74753,0.51006,0.47606,0.43455,0.22424,1.75595,2.24288,2.11521,0.00125358,0.00125358,0.00125358
64,668.163,1.33769,2.10216,1.72129,0.63382,0.38652,0.42169,0.20094,1.84499,2.36587,2.17064,0.00125075,0.00125075,0.00125075
65,678.905,1.34198,2.11777,1.72671,0.57828,0.36263,0.45677,0.22499,1.73184,2.22843,2.02928,0.00124792,0.00124792,0.00124792
66,689.448,1.33933,2.12939,1.7201,0.30903,0.4718,0.33739,0.17961,1.72336,2.49829,2.05115,0.00124509,0.00124509,0.00124509
67,700.064,1.33471,2.11448,1.726,0.46863,0.43485,0.43077,0.22131,1.7912,2.33964,2.16272,0.00124226,0.00124226,0.00124226
68,710.816,1.34439,2.08774,1.72294,0.4655,0.49989,0.49101,0.23997,1.83528,2.26663,2.15913,0.00123943,0.00123943,0.00123943
69,721.306,1.342,2.06303,1.70569,0.43116,0.42822,0.41603,0.22561,1.83583,2.30073,2.10591,0.0012366,0.0012366,0.0012366
70,732.257,1.35412,2.12169,1.72664,0.46082,0.42573,0.39404,0.18268,1.94677,2.49295,2.34054,0.00123377,0.00123377,0.00123377
