epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.9242,1.69571,3.54296,1.98656,0.0044,0.7593,0.02517,0.0068,2.43814,3.38858,2.70505,0.00046826,0.00046826,0.00046826
2,45.1619,1.73162,3.22379,2.02804,0.02876,0.05648,0.01407,0.00446,2.42117,3.44684,2.75124,0.000942723,0.000942723,0.000942723
3,65.5011,1.71768,3.1269,2.02737,0.0368,0.17252,0.03175,0.00889,2.26549,4.40387,2.65067,0.0014153,0.0014153,0.0014153
4,85.8054,1.68776,3.07266,2.01344,0.03204,0.02982,0.00813,0.0023,3.04418,3.7397,3.44539,0.00142051,0.00142051,0.00142051
5,107.471,1.66307,2.98659,1.99884,0.021,0.11911,0.02103,0.00616,2.37306,4.16461,2.80745,0.00141768,0.00141768,0.00141768
6,130.846,1.66761,2.96824,1.98816,0.36958,0.11956,0.02223,0.007,2.59237,3.99576,2.77737,0.00141485,0.00141485,0.00141485
7,154.765,1.63823,2.89453,1.97848,0.16106,0.14724,0.07014,0.02268,2.10091,3.17453,2.40203,0.00141202,0.00141202,0.00141202
8,178.729,1.63235,2.86845,1.95949,0.05068,0.23596,0.05429,0.01779,2.04536,3.02829,2.39466,0.00140919,0.00140919,0.00140919
9,201.522,1.5903,2.83926,1.94484,0.08977,0.13873,0.06051,0.01866,2.06443,3.1166,2.37118,0.00140636,0.00140636,0.00140636
10,224.296,1.59783,2.85535,1.95267,0.11699,0.10406,0.04957,0.01696,2.01122,3.23274,2.47221,0.00140354,0.00140354,0.00140354
11,247.016,1.60425,2.80666,1.9333,0.15631,0.1808,0.09228,0.03122,1.91024,2.91451,2.23725,0.00140071,0.00140071,0.00140071
12,270.472,1.6035,2.83376,1.94719,0.0457,0.29043,0.06325,0.02051,2.05751,4.20151,2.34739,0.00139788,0.00139788,0.00139788
13,293.23,1.5491,2.75729,1.91094,0.18327,0.18646,0.09942,0.03326,1.91361,2.89873,2.27502,0.00139505,0.00139505,0.00139505
14,316.732,1.51572,2.71847,1.89189,0.13536,0.18375,0.07912,0.02954,1.84685,3.07157,2.23234,0.00139222,0.00139222,0.00139222
15,339.709,1.51704,2.69169,1.85929,0.1522,0.1811,0.1085,0.04402,1.94982,3.05747,2.24327,0.00138939,0.00138939,0.00138939
16,361.613,1.5161,2.7006,1.87745,0.20963,0.22488,0.14343,0.05623,1.86515,2.75818,2.2003,0.00138656,0.00138656,0.00138656
17,385.048,1.50184,2.68892,1.8924,0.28617,0.25166,0.15704,0.05994,1.79708,2.7989,2.19067,0.00138373,0.00138373,0.00138373
18,408.522,1.5112,2.63496,1.88432,0.24606,0.23887,0.18807,0.07739,1.84722,2.74282,2.23159,0.0013809,0.0013809,0.0013809
19,433.059,1.5158,2.60952,1.86788,0.2378,0.25821,0.1618,0.06295,1.84218,2.64351,2.16622,0.00137807,0.00137807,0.00137807
20,457.587,1.50828,2.59526,1.86842,0.21983,0.21477,0.14307,0.057,1.80406,2.76337,2.15726,0.00137524,0.00137524,0.00137524
21,482.519,1.49201,2.57881,1.85654,0.23512,0.2387,0.15214,0.06912,1.81921,2.87672,2.18423,0.00137241,0.00137241,0.00137241
22,508.013,1.52433,2.58202,1.86471,0.26765,0.31562,0.19654,0.08526,1.83758,2.70145,2.17117,0.00136958,0.00136958,0.00136958
23,533.226,1.48898,2.56653,1.85403,0.23018,0.28108,0.16263,0.06201,1.79897,2.71246,2.18674,0.00136675,0.00136675,0.00136675
24,558.413,1.45238,2.51739,1.83339,0.26928,0.29336,0.2312,0.09522,1.80361,2.62732,2.19577,0.00136392,0.00136392,0.00136392
25,583.852,1.44732,2.48978,1.84266,0.23694,0.25978,0.20983,0.09791,1.75951,2.67584,2.17538,0.00136109,0.00136109,0.00136109
26,610.083,1.46903,2.50626,1.83363,0.26768,0.29925,0.23145,0.10446,1.78857,2.61029,2.14835,0.00135826,0.00135826,0.00135826
27,636.121,1.47892,2.49433,1.84523,0.28625,0.30856,0.24748,0.1151,1.81225,2.5565,2.15788,0.00135544,0.00135544,0.00135544
28,661.715,1.45856,2.49224,1.83042,0.27927,0.32452,0.23912,0.10566,1.81428,2.63342,2.12832,0.00135261,0.00135261,0.00135261
29,687.919,1.45515,2.4789,1.82336,0.25638,0.38629,0.26019,0.12074,1.74574,2.55451,2.10012,0.00134978,0.00134978,0.00134978
